Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
Sedimentary pyrite,143.49,481.02,115.56,25.94,159.9,46.5,0.11,1.42,0.19,0.018,89.99,0.18
Sedimentary pyrite,52.44,152.05,295.5,112.76,786.1,37.0,1.29,35.84,0.20600000000000002,0.01,507.16,0.19
Sedimentary pyrite,14.12,133.71,234.88,10.61,603.7,41.1,0.73,33.53,0.24,0.01,216.42,0.2
Sedimentary pyrite,14.03,153.99,197.76,19.48,646.0,26.6,1.09,34.5,0.16,0.02,181.31,0.21
Sedimentary pyrite,11.9,159.51,250.24,14.22,679.2,32.9,1.79,37.68,0.17,0.03,199.14,0.22
Sedimentary pyrite,7.85,116.68,191.21,9.83,608.1,21.5,0.56,32.83,0.13,0.015999999999999997,162.62,0.22
Sedimentary pyrite,115.76,245.63,222.32,145.44,981.3,75.5,1.0,45.16,0.26,0.01,981.26,0.28
Sedimentary pyrite,58.93,174.48,286.35,41.88,741.5,36.2,1.2,35.35,0.15,0.01,509.52,0.29
Sedimentary pyrite,13.99,174.17,294.4,17.67,575.4,26.3,1.25,29.11,0.27,0.02,238.1,0.29
Sedimentary pyrite,95.73,98.67,34.26,24.27,99.6,32.8,0.08,1.1,0.21,0.013999999999999999,43.75,0.3
Sedimentary pyrite,20.29,179.54,242.99,24.83,467.9,53.0,1.49,28.69,0.24,0.03,278.42,0.31
Sedimentary pyrite,97.9,456.41,291.71,20.63,289.3,50.0,0.69,12.06,0.15,0.01,343.34,0.32
Sedimentary pyrite,68.68,186.84,323.87,40.22,740.3,24.4,1.37,30.51,0.28,0.01,406.07,0.35
Sedimentary pyrite,295.02,1062.62,488.27,666.94,495.0,92.1,1.48,22.05,0.35,0.02,701.15,0.4
Sedimentary pyrite,88.16,261.68,253.98,17.47,671.0,32.6,0.87,26.94,0.196,0.01,466.98,0.43
Sedimentary pyrite,12.83,165.54,302.55,24.34,678.0,34.7,2.9,40.13,0.31,0.05,170.95,0.43
Sedimentary pyrite,94.94,270.39,294.37,131.28,1141.0,108.5,2.05,61.64,0.2,0.02,1087.46,0.44
Sedimentary pyrite,82.53,195.45,321.91,135.71,685.0,31.3,1.94,26.16,0.27,0.01,485.43,0.45
Sedimentary pyrite,56.33,152.85,235.19,75.73,787.0,25.5,1.4,31.0,0.19,0.01,417.52,0.48
Sedimentary pyrite,154.86,405.64,240.35,197.25,1146.0,121.6,1.93,64.29,0.23,0.02,1183.81,0.53
Sedimentary pyrite,220.92,488.33,408.21,275.94,182.0,105.6,1.87,13.93,0.41,0.04,306.89,0.59
Sedimentary pyrite,57.88,197.97,358.38,109.44,836.0,35.6,1.74,33.85,0.33,0.01,476.03,0.64
Sedimentary pyrite,85.42,233.25,526.08,108.89,339.0,58.3,4.47,21.89,0.81,0.05,332.1,0.84
Sedimentary pyrite,34.08,155.42,65.15,91.7,71.0,56.1,0.62,2.95,0.38,0.016,118.83,0.86
Sedimentary pyrite,23.66,266.02,429.48,21.77,744.0,66.1,2.51,46.21,0.6,0.04,466.66,1.05
Sedimentary pyrite,108.86,341.12,626.22,308.02,792.0,54.6,4.18,41.99,1.14,0.01,765.73,1.18
Sedimentary pyrite,179.53,784.59,729.92,545.34,348.0,140.3,6.39,34.47,0.82,0.14,505.04,1.19
Sedimentary pyrite,91.11,303.36,422.61,261.92,1053.0,95.3,3.72,53.48,0.4,0.03,911.26,1.23
Sedimentary pyrite,134.81,339.86,445.83,378.6,820.0,102.0,6.07,44.29,0.79,0.05,870.58,1.59
Sedimentary pyrite,113.16,333.33,707.73,362.49,1071.0,104.2,5.25,60.82,0.65,0.04,1038.56,1.74
Sedimentary pyrite,116.99,555.89,1051.98,366.13,502.0,156.3,15.41,56.63,2.37,0.23,509.46,2.35
Sedimentary pyrite,59.59,329.74,1014.72,174.5,716.0,74.6,20.41,39.36,1.95,0.13,465.49,2.47
Sedimentary pyrite,81.24,259.2,622.89,474.7,518.0,54.1,7.82,31.16,1.52,0.04,574.8,2.98
Sedimentary pyrite,146.63,410.71,1218.22,332.31,936.0,138.8,14.56,60.71,2.06,0.05,1172.89,3.3
Sedimentary pyrite,92.42,565.12,1555.87,959.81,173.0,45.6,7.53,17.55,1.44,0.03,911.59,8.02
Sedimentary pyrite,65.55,401.88,2044.31,532.56,154.0,27.6,7.66,17.82,1.29,0.05,1007.09,9.74
Sedimentary pyrite,67.83,391.54,1520.14,1280.02,135.4,38.6,5.95,15.34,1.79,0.04,814.21,9.87
Sedimentary pyrite,57.99,329.82,1291.69,661.47,91.3,23.2,4.47,14.44,1.44,0.03,631.96,10.05
Sedimentary pyrite,100.98,633.36,2068.89,1064.78,166.2,42.2,6.82,20.91,1.6,0.04,1074.77,10.74
Sedimentary pyrite,134.25,916.99,3237.15,986.89,294.1,63.2,11.52,30.64,1.86,0.08,1710.56,13.85
Sedimentary pyrite,79.92,428.0,1980.0,1927.9,120.7,44.3,5.11,17.72,2.27,0.03,875.31,14.82
Sedimentary pyrite,89.26,516.44,2592.82,2588.07,149.7,45.8,5.2,21.09,2.81,0.04,1079.97,19.15
Sedimentary pyrite,91.4,533.25,2299.11,2191.86,153.9,46.1,4.9,22.2,2.59,0.05,1060.76,21.79
Sedimentary pyrite,213.56,121.5,74.6,215.8,51.7,4.0,0.72,3.42,0.39,0.01,210.5,19.93
Sedimentary pyrite,347.77,191.39,185.85,223.35,71.7,3.7,0.76,5.62,0.54,0.013999999999999999,265.94,20.28
Sedimentary pyrite,204.02,101.0,62.56,126.5,44.0,1.7,0.45,5.5,0.28,0.01,153.32,20.46
Sedimentary pyrite,227.98,114.92,57.14,180.82,48.0,3.0,0.52,6.51,0.25,0.012,248.46,23.14
Sedimentary pyrite,272.29,163.39,88.6,219.19,66.0,3.1,0.85,6.74,0.39,0.02,310.14,23.45
Sedimentary pyrite,485.35,257.9,313.89,209.9,114.7,4.5,1.11,6.96,0.53,0.042,455.96,24.14
Sedimentary pyrite,238.63,125.76,80.5,196.58,50.4,2.4,0.58,6.57,0.37,0.01,191.45,26.15
Sedimentary pyrite,255.03,133.34,72.44,174.67,59.3,2.6,0.54,5.69,0.35,0.01,226.97,26.99
Sedimentary pyrite,290.68,146.16,76.99,206.32,58.6,1.7,0.61,6.94,0.43,0.01,237.22,27.5
Sedimentary pyrite,263.77,130.72,54.16,166.79,52.0,1.5,0.43,5.0,0.44,0.01,246.86,28.19
Sedimentary pyrite,261.2,131.59,74.04,174.49,55.4,2.6,0.52,5.76,0.35,0.01,279.11,29.12
Sedimentary pyrite,266.68,136.79,72.46,221.28,56.6,1.6,0.61,7.38,0.28,0.012,283.72,29.33
Sedimentary pyrite,340.12,177.4,93.89,251.96,69.1,2.9,1.0,5.72,0.49,0.02,314.59,29.91
Sedimentary pyrite,290.1,167.76,96.04,161.33,64.8,2.9,0.69,6.5,0.43,0.01,302.13,30.85
Sedimentary pyrite,279.08,117.15,59.49,214.08,51.6,1.1,0.62,6.46,0.43,0.012,200.38,31.19
Sedimentary pyrite,265.44,193.86,63.08,192.29,90.7,5.3,1.1,8.12,0.74,0.014000000000000002,337.64,33.81
Sedimentary pyrite,266.7,174.94,47.3,295.61,63.0,4.3,0.78,10.0,0.47,0.02,271.84,41.03
Sedimentary pyrite,327.01,158.01,86.87,210.78,71.0,2.4,0.87,10.32,0.46,0.01,290.44,45.34
Sedimentary pyrite,666.92,431.33,191.08,177.14,181.0,5.1,5.46,27.38,2.03,0.11,759.83,103.78
Sedimentary pyrite,625.42,458.23,307.34,254.79,310.0,7.4,3.77,18.26,1.89,0.11,943.41,103.85
Sedimentary pyrite,598.99,430.05,282.66,226.39,301.0,5.2,3.93,17.74,1.9,0.11,885.2,106.44
Sedimentary pyrite,680.29,498.06,334.83,296.62,353.0,8.1,4.06,18.66,2.22,0.09,918.34,108.63
Sedimentary pyrite,541.07,408.03,172.4,239.86,425.0,8.7,3.54,18.69,2.78,0.09,824.31,109.94
Sedimentary pyrite,590.57,401.14,186.23,239.7,196.0,5.4,2.48,22.36,1.45,0.06,565.39,118.24
Sedimentary pyrite,776.97,945.54,985.15,229.64,352.0,9.5,11.77,35.43,3.01,0.25,2675.99,177.53
Sedimentary pyrite,844.27,898.83,858.46,234.84,363.0,9.2,10.41,39.18,3.59,0.22,2516.8,184.84
Sedimentary pyrite,788.09,889.07,880.65,242.19,377.0,8.6,10.56,37.53,3.38,0.24,2586.13,185.02
Sedimentary pyrite,1087.16,1078.72,1128.79,215.47,355.0,9.5,13.03,47.28,3.87,0.25,3375.43,215.88
Sedimentary pyrite,1227.81,1470.67,1781.72,186.58,418.0,12.1,17.41,53.11,4.24,0.31,5041.68,229.54
Sedimentary pyrite,1197.87,1223.54,1339.55,193.74,387.0,10.4,14.61,49.99,4.13,0.27,3790.9,242.22
Sedimentary pyrite,1391.63,901.37,640.7,271.26,445.0,8.1,7.92,48.02,3.74,0.16,1785.43,245.0
Sedimentary pyrite,222.95,176.8,151.53,38.91,100.0,6.0,0.4,7.1,0.78,0.02,187.32,1.43
Sedimentary pyrite,84.47,295.22,279.32,67.83,136.0,14.1,2.68,8.66,4.32,0.04,189.77,2.76
Sedimentary pyrite,69.26,333.1,273.68,122.58,57.0,8.0,0.19,3.57,1.94,0.03,212.86,3.48
Sedimentary pyrite,103.29,433.93,360.07,178.83,168.0,13.2,1.96,8.83,3.59,0.04,269.19,4.57
Sedimentary pyrite,274.33,987.39,707.3,182.18,497.0,44.0,9.0,27.83,14.35,0.15,492.64,7.2
Sedimentary pyrite,301.07,1064.5,1341.68,523.39,344.0,23.2,4.64,24.45,8.12,0.08,837.87,15.01
Sedimentary pyrite,216.08,818.82,726.99,215.08,241.0,14.9,1.95,15.18,3.47,0.078,730.42,15.49
Sedimentary pyrite,374.25,1302.72,1623.17,393.21,231.0,16.2,2.06,21.84,5.56,0.03,1017.66,19.32
Sedimentary pyrite,68.09,162.03,130.5,77.14,604.5,7.2,0.83,4.2,0.98,0.03,229.21,1.68
Sedimentary pyrite,83.64,166.07,139.55,84.79,638.8,7.1,0.84,5.08,0.74,0.04,247.66,2.07
Sedimentary pyrite,65.46,194.61,138.0,87.84,674.4,7.1,1.01,4.74,1.17,0.04,301.49,2.22
Sedimentary pyrite,104.41,167.29,182.1,71.83,831.2,2.4,0.79,7.58,1.13,0.02,338.95,3.23
Sedimentary pyrite,122.21,116.18,236.59,167.45,745.2,15.9,0.59,5.95,0.63,0.07,196.79,3.33
Sedimentary pyrite,115.04,123.7,130.19,174.17,672.3,2.7,0.6,4.62,0.27,0.02,230.03,4.34
Sedimentary pyrite,155.48,177.22,239.58,77.74,925.1,2.4,0.9,11.4,1.56,0.03,421.0,4.67
Sedimentary pyrite,129.4,132.52,161.31,267.19,529.0,4.3,0.4,6.39,0.42,0.12,260.63,5.78
Sedimentary pyrite,156.17,153.42,168.88,231.98,366.9,3.0,0.62,5.49,0.91,0.03,251.34,6.82
Sedimentary pyrite,340.22,374.79,233.89,131.98,382.2,4.4,0.84,12.01,1.1,0.06999999999999999,440.69,12.76
Sedimentary pyrite,177.17,57.45,69.96,173.03,165.5,3.1,0.49,1.7,0.71,0.024,102.1,16.02
Sedimentary pyrite,185.11,57.21,46.38,109.65,167.5,4.2,0.41,1.36,1.04,0.02,75.05,19.21
Sedimentary pyrite,615.0,560.58,458.68,205.27,842.5,11.2,2.1,26.3,2.12,0.05,947.58,20.65
Sedimentary pyrite,604.79,783.46,1072.36,161.2,1104.8,16.4,2.64,43.0,5.65,0.16,1083.32,24.83
Sedimentary pyrite,166.21,58.09,53.32,87.1,116.9,1.5,0.32,3.69,1.24,0.02,93.41,27.69
Sedimentary pyrite,263.61,98.85,80.4,169.85,157.2,2.8,0.74,2.18,1.82,0.04,157.94,30.93
Sedimentary pyrite,253.18,98.05,74.01,201.3,158.3,3.2,0.58,2.07,1.5,0.02,140.02,30.96
Sedimentary pyrite,288.98,115.02,80.92,194.79,155.2,4.8,0.86,2.41,1.89,0.02,163.23,33.51
Sedimentary pyrite,231.07,90.87,56.87,152.69,141.9,3.12,0.47,1.67,1.34,0.019999999999999997,166.08,49.01
Sedimentary pyrite,370.87,108.49,79.35,196.49,246.8,2.9,0.8,7.12,2.82,0.06,262.92,68.93
Sedimentary pyrite,487.46,121.63,90.07,214.11,183.5,4.8,0.87,9.63,3.53,0.04,333.79,90.7
Sedimentary pyrite,594.36,128.77,112.66,93.19,210.5,3.0,1.08,15.1,4.1,0.06,253.18,95.21
Sedimentary pyrite,562.55,131.07,111.22,106.66,174.6,4.0,0.91,12.33,3.39,0.07,248.2,98.3
Sedimentary pyrite,573.3,137.66,122.67,115.39,169.0,3.8,1.09,11.33,3.94,0.08,283.88,107.11
Sedimentary pyrite,87.12,367.45,239.8,29.98,253.0,1.1,1.14,12.51,0.17,0.052000000000000005,145.25,0.48
Sedimentary pyrite,272.32,540.96,260.48,40.81,258.0,2.9,2.04,14.15,0.14,0.046,335.91,0.52
Sedimentary pyrite,314.5,711.22,346.25,47.35,246.0,1.7,2.66,14.29,0.37,0.034,282.82,0.56
Sedimentary pyrite,614.89,1274.73,44.96,623.64,400.0,7.6,0.67,102.96,0.47,0.048,445.29,0.57
Sedimentary pyrite,624.64,528.11,305.69,121.99,396.0,2.4,2.87,36.88,0.31,0.074,511.48,0.59
Sedimentary pyrite,394.79,443.69,259.79,2.05,462.0,1.9,3.09,27.01,0.5,0.022,415.41,0.69
Sedimentary pyrite,381.55,584.11,299.42,36.46,312.0,3.1,2.52,17.43,0.17,0.038,413.2,0.69
Sedimentary pyrite,345.31,569.69,297.3,28.12,326.0,2.3,2.2,17.79,0.26,0.033999999999999996,461.71,0.7
Sedimentary pyrite,382.41,625.22,309.81,31.92,329.0,2.3,2.51,16.82,0.21,0.044,404.7,0.7
Sedimentary pyrite,450.12,658.81,347.64,48.59,326.0,1.6,2.44,17.66,0.28,0.044000000000000004,343.04,0.73
Sedimentary pyrite,491.42,716.83,368.37,39.98,353.0,2.2,2.63,18.15,0.26,0.041999999999999996,413.58,0.8
Sedimentary pyrite,690.14,578.45,355.59,141.65,469.0,2.3,3.29,48.58,0.55,0.08800000000000001,735.3,0.88
Sedimentary pyrite,385.86,789.0,389.28,42.46,348.0,1.4,2.89,16.98,0.25,0.041999999999999996,315.78,0.89
Sedimentary pyrite,609.0,555.45,374.35,22.4,517.0,3.0,4.6,39.74,0.62,0.044,547.35,0.92
Sedimentary pyrite,514.84,717.91,359.35,44.06,370.0,1.9,2.52,20.75,0.3,0.042,434.32,0.98
Sedimentary pyrite,281.24,986.99,359.38,59.25,184.0,0.9,4.02,5.38,0.15,0.04,194.28,1.0
Sedimentary pyrite,240.39,1387.52,354.83,74.39,235.0,0.8,3.73,12.75,0.22,0.05800000000000001,282.77,1.08
Sedimentary pyrite,709.79,567.51,347.67,133.83,484.0,2.2,3.35,52.25,0.59,0.088,624.72,1.12
Sedimentary pyrite,222.27,825.61,371.75,76.08,244.0,0.5,3.37,9.57,0.19,0.038000000000000006,161.65,1.17
Sedimentary pyrite,680.97,563.51,401.88,110.95,463.0,2.1,3.63,49.43,0.65,0.07799999999999999,592.94,1.31
Sedimentary pyrite,728.74,672.95,453.89,147.07,470.0,2.4,3.63,52.93,0.86,0.076,644.29,1.53
Sedimentary pyrite,572.01,590.12,418.83,95.68,569.0,2.2,4.11,48.72,0.95,0.07599999999999998,698.81,1.57
Sedimentary pyrite,719.15,688.97,413.49,137.38,484.6,2.3,4.04,55.12,0.75,0.076,665.2,1.59
Sedimentary pyrite,779.07,611.2,411.48,207.26,495.1,2.5,3.42,69.56,0.86,0.088,712.21,1.59
Sedimentary pyrite,249.21,904.3,346.61,78.08,288.9,1.0,3.41,12.15,0.26,0.054000000000000006,213.61,1.6
Sedimentary pyrite,656.61,574.54,405.64,166.23,426.5,1.4,3.11,54.57,0.82,0.088,636.37,1.79
Sedimentary pyrite,160.8,997.77,134.37,138.27,278.6,1.2,1.87,13.79,0.71,0.064,900.38,2.19
Sedimentary pyrite,971.58,1015.99,455.38,118.05,544.6,2.34,7.92,57.5,1.11,0.06800000000000002,899.95,3.26
Sedimentary pyrite,395.5,692.52,305.32,79.72,348.6,1.1,3.35,26.39,0.93,0.038,625.84,4.32
Sedimentary pyrite,172.45,26.67,59.19,19.82,60.4,2.3,0.12,2.94,0.21,0.013999999999999999,232.25,3.68
Sedimentary pyrite,141.14,32.28,59.56,32.63,61.5,2.1,0.16,2.9,0.18,0.02,181.55,3.99
Sedimentary pyrite,221.08,37.84,50.75,57.56,78.2,2.5,0.25,2.99,0.23,0.01,203.38,5.37
Sedimentary pyrite,196.27,67.65,32.44,180.71,232.1,3.8,0.21,3.58,0.43,0.024,103.43,8.77
Sedimentary pyrite,136.19,69.1,41.1,271.24,467.1,52.6,0.4,1.03,0.47,0.15,58.03,10.62
Sedimentary pyrite,151.22,69.35,35.01,191.7,455.4,66.0,0.32,1.13,0.52,0.07,68.74,11.43
Sedimentary pyrite,202.47,97.54,48.8,52.35,108.8,5.6,0.46,3.79,0.83,0.016,152.91,13.29
Sedimentary pyrite,233.16,116.61,67.35,51.48,1597.5,1.9,0.52,5.93,0.62,0.02,184.0,17.13
Sedimentary pyrite,506.22,274.91,385.72,165.48,2484.0,8.1,1.38,12.16,2.0,0.04,270.76,17.77
Sedimentary pyrite,460.45,228.05,400.13,120.11,2235.0,7.4,1.41,12.14,2.7,0.08,283.5,17.91
Sedimentary pyrite,276.52,122.86,111.55,62.31,1643.4,2.3,0.59,7.36,1.05,0.03,219.59,18.49
Sedimentary pyrite,378.69,203.42,119.55,105.92,1518.5,2.0,0.71,7.5,1.61,0.13,221.99,18.51
Sedimentary pyrite,242.43,115.77,100.57,54.92,1590.5,1.5,0.57,7.29,1.12,0.02,214.11,18.94
Sedimentary pyrite,397.31,305.54,390.3,2348.13,1912.1,4.5,1.56,17.49,1.8,0.08,373.39,28.13
Sedimentary pyrite,517.38,367.32,301.82,1754.99,1753.9,12.5,1.38,17.7,2.79,0.09,420.35,30.21
Sedimentary pyrite,586.67,384.0,422.71,5036.76,2170.9,8.4,1.61,18.12,2.16,0.05,457.72,30.82
Sedimentary pyrite,356.19,186.14,86.27,313.67,527.0,3.84,1.71,18.65,1.44,0.04,358.76,38.39
Sedimentary pyrite,555.78,276.58,215.1,48.19,1123.0,3.3,1.65,23.86,2.4,0.03,549.62,62.69
Sedimentary pyrite,611.25,351.56,161.0,203.71,492.0,6.3,1.44,12.34,3.31,0.11,339.32,73.6
Sedimentary pyrite,627.91,667.09,522.56,1.05,1087.0,3.4,1.43,27.48,6.32,0.03,835.5,73.95
Sedimentary pyrite,12.26,18.36,2.8,5.45,40.0,1.8,0.02,0.94,0.12,0.006,8.86,0.0
Sedimentary pyrite,2.25,8.92,0.18,3.88,11.0,2.4,0.015999999999999997,0.69,0.12,0.006,1.31,0.018000000000000002
Sedimentary pyrite,8.15,11.61,2.55,3.71,27.0,2.3,0.02,0.75,0.14,0.006,10.21,0.016
Sedimentary pyrite,12.21,17.63,5.16,4.66,47.0,2.5,0.05,1.13,0.09,0.006,16.51,0.012
Sedimentary pyrite,16.73,19.33,4.12,3.8,44.0,2.7,0.03,1.03,0.14,0.006,17.22,0.016
Sedimentary pyrite,3.76,9.7,3.02,5.46,22.0,1.0,0.02,0.85,0.16,0.006,6.86,0.01
Sedimentary pyrite,20.31,22.22,1.35,6.35,72.0,3.2,0.04,0.86,0.15,0.004,9.16,0.01
Sedimentary pyrite,17.13,18.91,2.27,4.87,50.0,1.8,0.01,0.9,0.09,0.006,10.11,0.01
Sedimentary pyrite,34.23,20.23,3.33,1.78,70.0,3.0,0.02,0.64,0.1,0.004,10.6,0.01
Sedimentary pyrite,5.92,10.4,3.41,3.4,72.0,2.8,0.05,1.0,0.1,0.004,22.39,0.01
Sedimentary pyrite,3.7,8.34,3.79,6.91,20.0,1.8,0.02,1.06,0.15,0.006,10.16,0.01
Sedimentary pyrite,43.91,24.4,3.07,0.33,86.0,3.2,0.02,0.64,0.17,0.004,14.4,0.01
Sedimentary pyrite,18.27,19.62,2.84,7.58,23.0,1.8,0.02,0.97,0.17,0.006,12.82,0.01
Sedimentary pyrite,5.67,12.58,0.04,2.91,27.0,1.7,0.05,0.66,0.22,0.006,6.82,0.02
Sedimentary pyrite,14.1,15.05,0.61,0.12,14.0,2.0,0.01,0.99,0.1,0.006,5.61,0.02
Sedimentary pyrite,17.21,22.0,9.95,4.22,72.0,1.5,0.04,3.36,0.15,0.004,69.36,0.02
Sedimentary pyrite,10.63,9.58,3.16,1.86,14.0,1.8,0.01,1.38,0.15,0.006,15.32,0.02
Sedimentary pyrite,5.03,8.58,2.87,5.81,25.0,1.6,0.02,0.71,0.13,0.006,6.73,0.02
Sedimentary pyrite,6.34,12.87,6.07,8.96,11.0,1.8,0.02,5.85,0.16,0.01,10.11,0.02
Sedimentary pyrite,9.48,17.03,4.23,3.75,35.7,2.1,0.04,1.22,0.1,0.006,18.26,0.02
Sedimentary pyrite,13.01,16.89,6.47,7.42,19.1,2.2,0.04,1.28,0.14,0.006,18.65,0.03
Sedimentary pyrite,1.65,6.7,3.86,6.11,6.8,0.9,0.016,0.51,0.1,0.006,1.85,0.03
Sedimentary pyrite,33.03,25.24,10.0,3.86,56.8,3.1,0.04,0.93,0.18,0.004,17.32,0.04
Sedimentary pyrite,239.08,121.11,37.69,4.46,53.7,3.0,0.44,2.92,0.46,0.02,60.45,7.28
Sedimentary pyrite,337.19,191.53,65.66,5.26,64.5,5.5,1.04,3.88,0.5,0.06,99.23,10.42
Sedimentary pyrite,305.91,227.62,61.42,3.58,35.0,2.8,1.68,4.13,0.5,0.08,119.7,10.68
Sedimentary pyrite,281.67,131.63,584.97,6.15,185.1,3.7,0.77,6.93,5.75,0.07,287.94,11.95
Sedimentary pyrite,348.03,220.51,69.43,1.78,62.7,5.0,1.48,4.56,0.48200000000000004,0.06,133.73,12.78
Sedimentary pyrite,392.19,264.55,69.68,4.52,47.3,7.1,1.3,5.09,0.15,0.06,127.96,13.41
Sedimentary pyrite,532.13,275.85,83.9,6.32,91.4,6.7,1.57,5.85,0.19,0.08,129.43,14.49
Sedimentary pyrite,557.5,334.64,94.14,5.98,105.4,7.3,1.41,6.7,0.3,0.08,144.09,16.0
Sedimentary pyrite,0.51,8.48,9.82,25.13,165.0,220.6,0.12,7.82,0.09,0.01,2.63,0.242
Sedimentary pyrite,0.25,5.13,16.28,68.26,398.5,341.9,0.44,21.3,0.26,0.01,4.84,0.21800000000000003
Sedimentary pyrite,1.26,26.03,17.89,18.99,265.2,82.2,0.14,12.21,0.14,0.016,7.27,0.04
Sedimentary pyrite,238.2,429.84,12.66,49.22,28.7,90.7,0.506,7.18,0.25399999999999995,0.0,7.53,0.048
Sedimentary pyrite,11.78,126.18,34.04,4.294,39.9,114.2,0.9720000000000001,14.72,0.21600000000000003,0.008,12.41,0.238
Sedimentary pyrite,1.7,36.37,37.42,25.67,181.2,115.5,0.52,12.47,0.42,0.012,16.89,0.11599999999999999
Sedimentary pyrite,0.96,25.7,31.15,24.29,151.4,106.8,0.6,8.9,0.32,0.01,18.1,0.11800000000000002
Sedimentary pyrite,0.63,8.35,11.36,26.18,140.4,231.4,0.17,7.59,0.15,0.01,3.29,0.01
Sedimentary pyrite,0.89,15.0,18.99,22.55,43.0,33.6,0.23,3.52,0.14,0.004,6.1,0.01
Sedimentary pyrite,44.22,105.2,222.26,5.46,264.5,3.0,10.1,11.52,0.14,0.018,51.16,0.01
Sedimentary pyrite,217.42,237.24,157.75,4.32,460.7,4.7,1.57,11.64,0.506,0.054000000000000006,161.65,0.01
Sedimentary pyrite,219.78,213.67,271.67,49.83,325.0,4.9,4.37,14.28,0.1,0.08199999999999999,244.58,0.01
Sedimentary pyrite,1.62,33.57,27.01,34.93,217.0,202.8,0.33,10.73,0.34,0.0,9.86,0.01
Sedimentary pyrite,2.07,40.68,22.91,14.54,284.0,95.2,0.28,13.77,0.13,0.016,11.08,0.02
Sedimentary pyrite,0.02,12.01,9.31,10.35,46.0,49.0,0.1,2.07,0.12,0.004,2.74,0.02
Sedimentary pyrite,0.01,8.27,3.66,0.51,14.0,26.2,0.08,1.17,0.1,0.006,2.17,0.02
Sedimentary pyrite,54.11,144.33,210.52,5.7,184.0,3.7,9.18,12.07,0.14,0.015999999999999997,48.62,0.02
Sedimentary pyrite,0.13,31.77,15.09,13.73,68.0,70.1,0.15,3.73,0.17,0.004,4.71,0.02
Sedimentary pyrite,256.48,328.3,343.93,4.85,334.0,7.2,7.67,18.33,0.16,0.09,200.46,0.03
Sedimentary pyrite,34.5,102.41,268.89,6.4,199.0,4.6,16.16,13.5,0.11,0.012,21.51,0.03
Sedimentary pyrite,275.99,180.34,226.41,3.88,666.0,6.2,1.26,20.77,0.13,0.026000000000000002,251.52,0.03
Sedimentary pyrite,1.85,46.4,39.01,32.7,214.0,213.3,0.62,12.81,0.59,0.008,18.5,0.04
Sedimentary pyrite,99.91,288.32,352.58,6.55,183.0,6.4,11.33,14.1,0.18,0.0,148.92,0.04
Sedimentary pyrite,3.47,56.79,97.74,18.36,156.0,64.5,1.83,21.75,1.18,0.02,59.18,0.05
Sedimentary pyrite,4.99,70.34,93.84,20.01,204.0,61.9,1.79,21.65,1.05,0.02,56.13,0.05
Sedimentary pyrite,165.37,362.67,372.24,6.68,198.0,6.3,12.76,15.46,0.16,0.03,153.08,0.05
Sedimentary pyrite,2.64,46.77,109.59,17.48,187.0,60.0,2.37,25.01,1.32,0.01,73.63,0.06
Sedimentary pyrite,21.63,101.95,17.61,15.48,943.0,368.0,0.61,38.21,0.43,0.013999999999999999,18.59,0.07
Sedimentary pyrite,3.4,75.9,97.86,17.89,206.0,51.4,2.06,23.15,1.29,0.02,62.32,0.07
Sedimentary pyrite,5.63,86.67,90.23,22.95,171.0,58.4,1.95,19.5,1.21,0.03,50.25,0.08
Sedimentary pyrite,5.91,135.11,102.63,21.06,207.0,58.5,2.09,23.45,1.16,0.03,63.51,0.11
Sedimentary pyrite,9.61,77.69,30.7,2.86,35.0,130.6,0.5,13.77,0.14,0.008,10.27,0.12
Sedimentary pyrite,10.1,131.31,32.76,2.62,33.0,145.3,0.65,12.3,0.14,0.008,10.9,0.13
Sedimentary pyrite,8.07,93.74,34.88,3.67,41.0,119.1,0.74,16.02,0.25,0.008,12.44,0.13
Sedimentary pyrite,8.47,89.36,27.9,1.8,32.4,135.3,0.48,9.8,0.21,0.008,9.89,0.14
Sedimentary pyrite,264.01,385.73,345.94,5.83,322.4,8.3,7.81,19.91,0.19,0.06799999999999999,216.19,0.16
Sedimentary pyrite,18.81,102.33,36.25,1.79,44.0,124.9,0.81,16.26,0.24,0.008,17.92,0.18
Sedimentary pyrite,14.22,150.51,43.83,6.85,54.9,126.2,0.79,17.11,0.22,0.0,17.58,0.21
Sedimentary pyrite,12.91,126.79,39.92,3.82,46.3,129.9,0.84,16.78,0.14,0.008,14.84,0.22
Sedimentary pyrite,14.15,159.15,39.28,9.83,41.6,131.8,0.89,13.68,0.28,0.008,13.11,0.22
Sedimentary pyrite,13.14,140.89,46.12,3.95,49.8,122.6,0.9,21.47,0.22,0.008,17.35,0.23
Sedimentary pyrite,11.85,120.1,37.02,4.42,39.6,103.2,1.02,18.18,0.18,0.008,16.7,0.23
Sedimentary pyrite,13.94,151.75,40.54,13.15,41.0,126.3,0.99,15.85,0.24,0.008,17.04,0.23
Sedimentary pyrite,12.39,148.13,41.64,3.49,47.9,126.6,1.02,18.18,0.29,0.008,15.91,0.25
Sedimentary pyrite,12.31,130.74,41.68,5.79,45.3,114.3,1.08,19.92,0.25,0.008,17.1,0.26
Sedimentary pyrite,275.72,341.73,241.42,6.42,285.2,9.3,4.24,15.83,0.26399999999999996,0.10200000000000001,228.04,0.26
